iter	Logloss
242	0.2167761623
243	0.2166997339
244	0.2166096778
245	0.2164931288
246	0.2163898598
247	0.2162928827
248	0.2161127036
249	0.2159945051
250	0.2159362713
251	0.2158096284
252	0.2157647758
253	0.2155860986
254	0.215426545
255	0.215314489
256	0.2151948485
257	0.2151672872
258	0.2149623255
259	0.214859052
260	0.2147021537
261	0.2145966372
262	0.2145304584
263	0.2144617302
264	0.2143842686
265	0.2142722428
266	0.2141523451
267	0.2140023753
268	0.2138764082
269	0.2138348462
270	0.2137328012
271	0.2136270711
272	0.2135609495
273	0.2134803148
274	0.2134802604
275	0.2133640077
276	0.21324728
277	0.2131763806
278	0.2130628958
279	0.2130145213
280	0.2129263928
281	0.2128517084
282	0.2127336423
283	0.2126513693
284	0.2125477578
285	0.2124468288
286	0.2123366774
287	0.212254344
288	0.2121005578
289	0.2120012514
290	0.211913942
291	0.2117925811
292	0.2116780351
293	0.2115498066
294	0.2114584114
295	0.2113261194
296	0.2112586697
297	0.2110969163
298	0.2110136047
299	0.2108958227
300	0.2107891649
301	0.2106796623
302	0.210662727
303	0.2105871847
304	0.210434579
305	0.2103650779
306	0.210268672
307	0.2101735563
308	0.2101195202
309	0.2100187649
310	0.2099233829
311	0.209795534
312	0.2096942315
313	0.209589921
314	0.2095149914
315	0.2094091641
316	0.2092994529
317	0.2092348412
318	0.2090902014
319	0.2090902113
320	0.2090235765
321	0.2089882798
322	0.2089369247
323	0.2088681471
324	0.2087371413
325	0.2086059478
326	0.2084926737
327	0.2084077869
328	0.2083476302
329	0.2082941925
330	0.2081891371
331	0.2081374113
332	0.2080359682
333	0.2079637703
334	0.2079266631
335	0.2078148374
336	0.2076957256
337	0.2076304151
338	0.2075500832
339	0.2074680933
340	0.2073698938
341	0.2073315985
342	0.20721229
343	0.2071189811
344	0.2069955245
345	0.2068699042
346	0.2067669874
347	0.2066931638
348	0.2065765464
349	0.2064745487
350	0.2064177445
351	0.206320759
352	0.2062400338
353	0.2061423663
354	0.206104741
355	0.206030679
356	0.2059234371
357	0.2058208744
358	0.2057573035
359	0.2056590466
360	0.2055819722
361	0.2055022035
362	0.2054030407
363	0.2052810504
364	0.2052348058
365	0.205192231
366	0.2051396373
367	0.205073151
368	0.2050027525
369	0.2049397949
370	0.2048132159
371	0.2047391592
372	0.2046627067
373	0.2046113773
374	0.2045569185
375	0.2044229549
376	0.2043210972
377	0.2042509346
378	0.2041887062
379	0.2041074128
380	0.2039955169
381	0.2039053296
382	0.2038475341
383	0.2037904021
384	0.2036842764
385	0.2036254998
386	0.2035817054
387	0.2035014148
388	0.2034461289
389	0.2033659035
390	0.2032658273
391	0.2032033856
392	0.203110585
393	0.2030222141
394	0.2029410342
395	0.20285505
396	0.202781709
397	0.2026696695
398	0.2025757894
399	0.2024892566
400	0.2024085629
401	0.2022852619
402	0.2021295981
403	0.2020793648
404	0.2020047395
405	0.2019576789
406	0.2018815616
407	0.2018193954
408	0.201766414
409	0.2016976621
410	0.2016305468
411	0.2015883183
412	0.2015052893
413	0.2014192712
414	0.2013440858
415	0.2012153014
416	0.2011257037
417	0.2010186397
418	0.2009684884
419	0.2008841765
420	0.2008316248
421	0.2007825385
422	0.2006797323
423	0.2005872362
424	0.2004946444
425	0.2003918561
426	0.2003259731
427	0.2002394115
428	0.2001692395
429	0.2000953353
430	0.1999961527
431	0.1999222214
432	0.1998174814
433	0.1997526209
434	0.1996934216
435	0.1996453297
436	0.1995621438
437	0.1995018032
438	0.1994099461
439	0.1993129469
440	0.1992512722
441	0.1991767617
442	0.1991165696
443	0.1990626201
444	0.1989955738
445	0.1988965766
446	0.198821616
447	0.1987112046
448	0.1986620069
449	0.1985495017
450	0.1985019418
451	0.1984321661
452	0.1983304657
453	0.1982426644
454	0.1981870066
455	0.1980968198
456	0.1979882729
457	0.1979310455
458	0.1978934792
459	0.1977893921
460	0.1977221976
461	0.1976363466
462	0.1975847432
463	0.1974926104
464	0.1973621595
465	0.1972464505
466	0.1971716267
467	0.1970437201
468	0.1969423289
469	0.1968505307
470	0.1967880863
471	0.1967176751
472	0.1966399673
473	0.1965140286
474	0.1964493966
475	0.1964074743
476	0.1963107247
477	0.1962138072
478	0.1961500247
479	0.1960878819
480	0.1960254961
481	0.1959631043
482	0.1958690588
483	0.1958209845
484	0.1957471844
485	0.1956870577
486	0.1956267223
487	0.195493763
488	0.1954141732
489	0.1953564463
490	0.1952403651
491	0.1951447436
492	0.1950573057
493	0.1950382284
494	0.1949466612
495	0.1948981868
496	0.1947924431
497	0.1947132465
498	0.1946191441
499	0.1945071681
500	0.1943787821
501	0.1942843611
502	0.1941892532
503	0.1941211983
504	0.1940704243
505	0.193990419
506	0.193863859
507	0.1937606397
508	0.1936595845
509	0.1936342603
510	0.1935620825
511	0.1934575724
512	0.1933914121
513	0.1933428586
514	0.1932567136
515	0.193195629
516	0.1931663299
517	0.1931124083
518	0.1930260217
519	0.1929700288
520	0.1929211003
521	0.1928484232
522	0.1927561382
523	0.1927105167
524	0.1926606806
525	0.1926082277
526	0.1925184534
527	0.1924862713
528	0.1924256603
529	0.1923773725
530	0.1923075129
531	0.1922651652
532	0.1921721134
533	0.192065467
534	0.1920189358
535	0.1919360624
536	0.1918718781
537	0.1917895104
538	0.1916983698
539	0.1916307466
540	0.1915758717
541	0.1915127481
542	0.1914730906
543	0.1914085399
544	0.1913199467
545	0.1912617463
546	0.1911613504
547	0.1910870728
548	0.1910069271
549	0.1909209461
550	0.190842575
551	0.1907832386
552	0.1907345057
553	0.1906313506
554	0.1905603141
555	0.19048874
556	0.1904012483
557	0.1903071635
558	0.1902450038
559	0.1901547756
560	0.1901247291
561	0.1900567244
562	0.1899752881
563	0.189917845
564	0.1898596258
565	0.1897996011
566	0.1897195067
567	0.1896700993
568	0.1895708042
569	0.1894881292
570	0.1893864733
571	0.1893257083
572	0.1893021216
573	0.1892369949
574	0.1891438891
575	0.1890857575
576	0.1890293748
577	0.1889941407
578	0.1889160496
579	0.1888440673
580	0.188767593
581	0.1887131837
582	0.1886427818
583	0.1885528305
584	0.1884801272
585	0.1884274339
586	0.1883942252
587	0.1883430668
588	0.1883153689
589	0.1882514527
590	0.1881448252
591	0.1881096965
592	0.1880154163
593	0.1879191057
594	0.1878765089
595	0.1878021651
596	0.1877533647
597	0.1876328887
598	0.1875512496
599	0.1874720665
600	0.1874467392
601	0.1873691809
602	0.1872724925
603	0.1872351436
604	0.1871800148
605	0.1871314954
606	0.1870924295
607	0.1870294419
608	0.1869572273
609	0.1868559477
610	0.1867697146
611	0.1867025992
612	0.186605036
613	0.1865206011
614	0.1864737204
615	0.186404502
616	0.1863488332
617	0.1863008082
618	0.1862272044
619	0.1861310976
620	0.1860720746
621	0.1859857354
622	0.1859166861
623	0.185850439
624	0.1857718129
625	0.1857371658
626	0.1856803906
627	0.1856427535
628	0.1855899049
629	0.1855206415
630	0.1854566351
631	0.1853850152
632	0.1853392163
633	0.1852596342
634	0.1852217607
635	0.1851377533
636	0.1850750141
637	0.1850087898
638	0.184949103
639	0.1848810907
640	0.1847942746
641	0.1847145869
642	0.1846511617
643	0.1845999306
644	0.1845222528
645	0.184478948
646	0.1843884897
647	0.1843091708
648	0.1842541335
649	0.1841545388
650	0.1840830072
651	0.1840144432
652	0.1839494252
653	0.1838839995
654	0.1837972172
655	0.1837166659
656	0.1836958657
657	0.1836152741
658	0.1835414726
659	0.1834984083
660	0.183465978
661	0.1833962769
662	0.183343766
663	0.1833064867
664	0.1832298193
665	0.1831476789
666	0.1830695488
667	0.1830186707
668	0.1829962306
669	0.1829621999
670	0.1828631907
671	0.1828185382
672	0.1827757823
673	0.1826890319
674	0.1826500565
675	0.1825988062
676	0.1825248639
677	0.1824840695
678	0.1823957444
679	0.1823375981
680	0.1822994517
681	0.1822586183
682	0.1821695487
683	0.1821151763
684	0.182052925
685	0.1820050843
686	0.181972794
687	0.181921471
688	0.1818269685
689	0.1817614714
690	0.1816798454
691	0.1816192402
692	0.1815589209
693	0.1815042244
694	0.1814185366
695	0.181324758
696	0.1812340368
697	0.1811703542
698	0.1810871097
699	0.1810424469
700	0.1810157581
701	0.1809582722
702	0.180883564
703	0.1808293013
704	0.1807656069
705	0.1806853433
706	0.1806185942
707	0.1805630908
708	0.1805216495
709	0.1804727088
710	0.1804006989
711	0.1803686022
712	0.1802850479
713	0.1802073596
714	0.180148299
715	0.1800923216
716	0.1800647414
717	0.1799711497
718	0.1799223726
719	0.1798449033
720	0.1797761683
721	0.1797017174
722	0.1795911341
723	0.1795360596
724	0.179477832
725	0.1794161904
726	0.179345314
727	0.1792874925
728	0.1792071438
729	0.1791289575
730	0.1790678027
731	0.1789671258
732	0.1788882382
733	0.1788275484
734	0.1787763641
735	0.1787048655
736	0.1786474919
737	0.1785997117
738	0.1785606422
739	0.1785188935
740	0.1784804465
741	0.1784189744
742	0.1783504351
743	0.1782976476
744	0.1782112346
745	0.1781357277
746	0.1781034572
747	0.1780450455
748	0.1779665942
749	0.177927086
750	0.1778416462
751	0.1777800937
752	0.177754665
753	0.1777065991
754	0.1776717498
755	0.1775757957
756	0.1774643166
757	0.1774230774
758	0.1773845939
759	0.1773505346
760	0.1772763488
761	0.1772353857
762	0.1771778024
763	0.1771151639
764	0.1770649046
765	0.1770042462
766	0.176951265
767	0.1768599085
768	0.1768130209
769	0.1767664893
770	0.1767051704
771	0.176660549
772	0.1766161788
773	0.1765182739
774	0.1764610144
775	0.1764128464
776	0.1763587723
777	0.1762720946
778	0.1762400151
779	0.176156778
780	0.1760591144
781	0.1760201788
782	0.1759366007
783	0.1758735669
784	0.1758034224
